year,experiment,plot,subplot,host,mean.dam,leaves.dam,leaves.tot,prop.dam,native.density,nonnative.density,other.density,nonnative,origin,total.density,natdens.s,nondens.s,othdens.s,nonnative.rel
2015,transect,transect_2,transect_2E,AB,0.0022,2,5,0.4,10,141.66666666999998,0,1,non-native,151.66666666999998,0.5543693136422873,-0.8068521750274571,-0.19300826117393743,0.9340659340673831
2015,transect,transect_2,transect_2E,SP,0.018833333333333334,6,6,1,10,141.66666666999998,0,0,native,151.66666666999998,0.5543693136422873,-0.8068521750274571,-0.19300826117393743,0.9340659340673831
2015,transect,transect_2,transect_2E,SP,0.015166666666666667,6,6,1,10,141.66666666999998,0,0,native,151.66666666999998,0.5543693136422873,-0.8068521750274571,-0.19300826117393743,0.9340659340673831
2015,transect,transect_2,transect_2E,SP,0.020333333333333332,6,6,1,10,141.66666666999998,0,0,native,151.66666666999998,0.5543693136422873,-0.8068521750274571,-0.19300826117393743,0.9340659340673831
2015,transect,transect_3,transect_3A,AB,0.017,2,3,0.6666666666666666,8,165.000000001,0,1,non-native,173.000000001,0.14688417711889667,-0.735627182506701,-0.19300826117393743,0.9537572254337933
2015,transect,transect_3,transect_3A,AB,0.13,2,2,1,8,165.000000001,0,1,non-native,173.000000001,0.14688417711889667,-0.735627182506701,-0.19300826117393743,0.9537572254337933
2015,transect,transect_3,transect_3A,AB,0.025,1,2,0.5,8,165.000000001,0,1,non-native,173.000000001,0.14688417711889667,-0.735627182506701,-0.19300826117393743,0.9537572254337933
2015,transect,transect_3,transect_3A,SP,0.013666666666666667,6,6,1,8,165.000000001,0,0,native,173.000000001,0.14688417711889667,-0.735627182506701,-0.19300826117393743,0.9537572254337933
2015,transect,transect_3,transect_3A,SP,0.006999999999999999,6,6,1,8,165.000000001,0,0,native,173.000000001,0.14688417711889667,-0.735627182506701,-0.19300826117393743,0.9537572254337933
2015,transect,transect_3,transect_3A,SP,0.05333333333333333,6,6,1,8,165.000000001,0,0,native,173.000000001,0.14688417711889667,-0.735627182506701,-0.19300826117393743,0.9537572254337933
2015,transect,transect_3,transect_3C,AB,0.050499999999999996,2,2,1,6,623.33333337,0,1,non-native,629.33333337,-0.26060095940449385,0.6634351708283581,-0.19300826117393743,0.9904661016954708
2015,transect,transect_3,transect_3C,SP,0.06183333333333334,6,6,1,6,623.33333337,0,0,native,629.33333337,-0.26060095940449385,0.6634351708283581,-0.19300826117393743,0.9904661016954708
2015,transect,transect_3,transect_3C,SP,0.020333333333333332,6,6,1,6,623.33333337,0,0,native,629.33333337,-0.26060095940449385,0.6634351708283581,-0.19300826117393743,0.9904661016954708
2015,transect,transect_3,transect_3C,SP,0.016666666666666666,6,6,1,6,623.33333337,0,0,native,629.33333337,-0.26060095940449385,0.6634351708283581,-0.19300826117393743,0.9904661016954708
2015,transect,transect_3,transect_3E,AB,0.125,1,2,0.5,1,648.88888892,0,1,non-native,649.88888892,-1.2793138007129703,0.7414434959609811,-0.19300826117393743,0.9984612754317714
2015,transect,transect_3,transect_3E,AB,0.005,1,2,0.5,1,648.88888892,0,1,non-native,649.88888892,-1.2793138007129703,0.7414434959609811,-0.19300826117393743,0.9984612754317714
2015,transect,transect_3,transect_3E,BD,0.001,1,1,1,1,648.88888892,0,1,non-native,649.88888892,-1.2793138007129703,0.7414434959609811,-0.19300826117393743,0.9984612754317714
2015,transect,transect_3,transect_3E,BD,0.001,1,1,1,1,648.88888892,0,1,non-native,649.88888892,-1.2793138007129703,0.7414434959609811,-0.19300826117393743,0.9984612754317714
2015,transect,transect_3,transect_3E,SP,0.0455,6,6,1,1,648.88888892,0,0,native,649.88888892,-1.2793138007129703,0.7414434959609811,-0.19300826117393743,0.9984612754317714
2015,transect,transect_4,transect_4A,AB,0.33666666666666667,3,3,1,7,368.88888894400003,0,1,non-native,375.88888894400003,-0.0568583911427986,-0.11325641430030188,-0.19300826117393743,0.9813774756160912
2015,transect,transect_4,transect_4A,AB,0.017,2,3,0.6666666666666666,7,368.88888894400003,0,1,non-native,375.88888894400003,-0.0568583911427986,-0.11325641430030188,-0.19300826117393743,0.9813774756160912
2015,transect,transect_4,transect_4A,SP,0.020333333333333332,6,6,1,7,368.88888894400003,0,0,native,375.88888894400003,-0.0568583911427986,-0.11325641430030188,-0.19300826117393743,0.9813774756160912
2015,transect,transect_4,transect_4A,SP,0.0255,6,6,1,7,368.88888894400003,0,0,native,375.88888894400003,-0.0568583911427986,-0.11325641430030188,-0.19300826117393743,0.9813774756160912
2015,transect,transect_4,transect_4A,SP,0.022000000000000002,6,6,1,7,368.88888894400003,0,0,native,375.88888894400003,-0.0568583911427986,-0.11325641430030188,-0.19300826117393743,0.9813774756160912
2015,transect,transect_4,transect_4C,AB,0.5,1,1,1,7,344.444444422,0,1,non-native,351.444444422,-0.0568583911427986,-0.18787307337577022,-0.19300826117393743,0.9800822004413458
2015,transect,transect_4,transect_4C,AB,0.06275,2,4,0.5,7,344.444444422,0,1,non-native,351.444444422,-0.0568583911427986,-0.18787307337577022,-0.19300826117393743,0.9800822004413458
2015,transect,transect_4,transect_4C,AB,0.050333333333333334,3,3,1,7,344.444444422,0,1,non-native,351.444444422,-0.0568583911427986,-0.18787307337577022,-0.19300826117393743,0.9800822004413458
2015,transect,transect_4,transect_4C,BD,0.001,1,1,1,7,344.444444422,0,1,non-native,351.444444422,-0.0568583911427986,-0.18787307337577022,-0.19300826117393743,0.9800822004413458
2015,transect,transect_4,transect_4C,BD,0.005,1,2,0.5,7,344.444444422,0,1,non-native,351.444444422,-0.0568583911427986,-0.18787307337577022,-0.19300826117393743,0.9800822004413458
2015,transect,transect_4,transect_4C,SP,0.010666666666666666,6,6,1,7,344.444444422,0,0,native,351.444444422,-0.0568583911427986,-0.18787307337577022,-0.19300826117393743,0.9800822004413458
2015,transect,transect_4,transect_4C,SP,0.012166666666666666,6,6,1,7,344.444444422,0,0,native,351.444444422,-0.0568583911427986,-0.18787307337577022,-0.19300826117393743,0.9800822004413458
2015,transect,transect_4,transect_4C,SP,0.022000000000000002,6,6,1,7,344.444444422,0,0,native,351.444444422,-0.0568583911427986,-0.18787307337577022,-0.19300826117393743,0.9800822004413458
2015,transect,transect_4,transect_4E,AB,0.050499999999999996,2,2,1,1,915.55555552,0,1,non-native,916.55555552,-1.2793138007129703,1.5554434103618078,-0.19300826117393743,0.9989089586616137
2015,transect,transect_4,transect_4E,AB,0.19,2,4,0.5,1,915.55555552,0,1,non-native,916.55555552,-1.2793138007129703,1.5554434103618078,-0.19300826117393743,0.9989089586616137
2015,transect,transect_4,transect_4E,BD,0.2505,2,2,1,1,915.55555552,0,1,non-native,916.55555552,-1.2793138007129703,1.5554434103618078,-0.19300826117393743,0.9989089586616137
2015,transect,transect_4,transect_4E,BD,0.1,1,1,1,1,915.55555552,0,1,non-native,916.55555552,-1.2793138007129703,1.5554434103618078,-0.19300826117393743,0.9989089586616137
2015,transect,transect_4,transect_4E,SP,0.030166666666666665,6,6,1,1,915.55555552,0,0,native,916.55555552,-1.2793138007129703,1.5554434103618078,-0.19300826117393743,0.9989089586616137
2015,transect,transect_5,transect_5A,BD,0.001,1,1,1,7,489.999999963,0,1,non-native,496.999999963,-0.0568583911427986,0.25643521330132724,-0.19300826117393743,0.9859154929566979
2015,transect,transect_5,transect_5A,BH,0.25,1,2,0.5,7,489.999999963,0,1,non-native,496.999999963,-0.0568583911427986,0.25643521330132724,-0.19300826117393743,0.9859154929566979
2015,transect,transect_5,transect_5A,EG,0.009000000000000001,5,6,0.8333333333333334,7,489.999999963,0,0,native,496.999999963,-0.0568583911427986,0.25643521330132724,-0.19300826117393743,0.9859154929566979
2015,transect,transect_5,transect_5A,EG,0.0023333333333333335,5,6,0.8333333333333334,7,489.999999963,0,0,native,496.999999963,-0.0568583911427986,0.25643521330132724,-0.19300826117393743,0.9859154929566979
2015,transect,transect_5,transect_5A,EG,0.003666666666666667,4,6,0.6666666666666666,7,489.999999963,0,0,native,496.999999963,-0.0568583911427986,0.25643521330132724,-0.19300826117393743,0.9859154929566979
2015,transect,transect_5,transect_5C,AB,0.008333333333333333,1,6,0.16666666666666666,5,292.77777781,0,1,non-native,297.77777781,-0.46434352766618914,-0.3455855566634886,-0.19300826117393743,0.9832089552256975
2015,transect,transect_5,transect_5C,BH,0.05,1,1,1,5,292.77777781,0,1,non-native,297.77777781,-0.46434352766618914,-0.3455855566634886,-0.19300826117393743,0.9832089552256975
2015,transect,transect_5,transect_5C,EG,0.001,6,6,1,5,292.77777781,0,0,native,297.77777781,-0.46434352766618914,-0.3455855566634886,-0.19300826117393743,0.9832089552256975
2015,transect,transect_5,transect_5C,EG,0.009166666666666667,6,6,1,5,292.77777781,0,0,native,297.77777781,-0.46434352766618914,-0.3455855566634886,-0.19300826117393743,0.9832089552256975
2015,transect,transect_5,transect_5C,SP,0.0055000000000000005,6,6,1,5,292.77777781,0,0,native,297.77777781,-0.46434352766618914,-0.3455855566634886,-0.19300826117393743,0.9832089552256975
2015,transect,transect_5,transect_5E,BH,0.005,1,2,0.5,2,1630,0,1,non-native,1632,-1.075571232451275,3.736284848347766,-0.19300826117393743,0.9987745098039216
2015,transect,transect_5,transect_5E,EG,0.0175,6,6,1,2,1630,0,0,native,1632,-1.075571232451275,3.736284848347766,-0.19300826117393743,0.9987745098039216
2015,transect,transect_5,transect_5E,EG,0.034,5,6,0.8333333333333334,2,1630,0,0,native,1632,-1.075571232451275,3.736284848347766,-0.19300826117393743,0.9987745098039216
2015,transect,transect_6,transect_6A,AB,0.5,1,1,1,8,577.7777777800001,0,1,non-native,585.7777777800001,0.14688417711889667,0.5243768519783109,-0.19300826117393743,0.9863429438543766
2015,transect,transect_6,transect_6A,AB,2.5e-4,1,4,0.25,8,577.7777777800001,0,1,non-native,585.7777777800001,0.14688417711889667,0.5243768519783109,-0.19300826117393743,0.9863429438543766
2015,transect,transect_6,transect_6A,BD,0.01,1,1,1,8,577.7777777800001,0,1,non-native,585.7777777800001,0.14688417711889667,0.5243768519783109,-0.19300826117393743,0.9863429438543766
2015,transect,transect_6,transect_6A,BD,0.001,1,1,1,8,577.7777777800001,0,1,non-native,585.7777777800001,0.14688417711889667,0.5243768519783109,-0.19300826117393743,0.9863429438543766
2015,transect,transect_6,transect_6A,BH,0.01,1,1,1,8,577.7777777800001,0,1,non-native,585.7777777800001,0.14688417711889667,0.5243768519783109,-0.19300826117393743,0.9863429438543766
2015,transect,transect_6,transect_6A,EG,0.004,6,6,1,8,577.7777777800001,0,0,native,585.7777777800001,0.14688417711889667,0.5243768519783109,-0.19300826117393743,0.9863429438543766
2015,transect,transect_6,transect_6A,EG,0.004,6,6,1,8,577.7777777800001,0,0,native,585.7777777800001,0.14688417711889667,0.5243768519783109,-0.19300826117393743,0.9863429438543766
2015,transect,transect_6,transect_6A,EG,0.019,6,6,1,8,577.7777777800001,0,0,native,585.7777777800001,0.14688417711889667,0.5243768519783109,-0.19300826117393743,0.9863429438543766
2015,transect,transect_6,transect_6A,SP,0.0055000000000000005,6,6,1,8,577.7777777800001,0,0,native,585.7777777800001,0.14688417711889667,0.5243768519783109,-0.19300826117393743,0.9863429438543766
2015,transect,transect_6,transect_6C,AB,0.08333333333333334,1,6,0.16666666666666666,9,552.22222219,0,1,non-native,561.22222219,0.35062674538059196,0.44636852672358773,-0.19300826117393743,0.9839635715690654
2015,transect,transect_6,transect_6C,AB,0.015,2,4,0.5,9,552.22222219,0,1,non-native,561.22222219,0.35062674538059196,0.44636852672358773,-0.19300826117393743,0.9839635715690654
2015,transect,transect_6,transect_6C,BD,0.01,1,1,1,9,552.22222219,0,1,non-native,561.22222219,0.35062674538059196,0.44636852672358773,-0.19300826117393743,0.9839635715690654
2015,transect,transect_6,transect_6C,BD,0.050499999999999996,2,2,1,9,552.22222219,0,1,non-native,561.22222219,0.35062674538059196,0.44636852672358773,-0.19300826117393743,0.9839635715690654
2015,transect,transect_6,transect_6C,BD,0.001,1,1,1,9,552.22222219,0,1,non-native,561.22222219,0.35062674538059196,0.44636852672358773,-0.19300826117393743,0.9839635715690654
2015,transect,transect_6,transect_6C,BH,0.05,1,1,1,9,552.22222219,0,1,non-native,561.22222219,0.35062674538059196,0.44636852672358773,-0.19300826117393743,0.9839635715690654
2015,transect,transect_6,transect_6C,EG,0.009000000000000001,5,6,0.8333333333333334,9,552.22222219,0,0,native,561.22222219,0.35062674538059196,0.44636852672358773,-0.19300826117393743,0.9839635715690654
2015,transect,transect_6,transect_6C,EG,0.009000000000000001,5,6,0.8333333333333334,9,552.22222219,0,0,native,561.22222219,0.35062674538059196,0.44636852672358773,-0.19300826117393743,0.9839635715690654
2015,transect,transect_6,transect_6C,EG,0.0055000000000000005,6,6,1,9,552.22222219,0,0,native,561.22222219,0.35062674538059196,0.44636852672358773,-0.19300826117393743,0.9839635715690654
2015,transect,transect_6,transect_6C,SP,0.0235,6,6,1,9,552.22222219,0,0,native,561.22222219,0.35062674538059196,0.44636852672358773,-0.19300826117393743,0.9839635715690654
2015,transect,transect_6,transect_6E,AB,0.1875,2,4,0.5,1,679.99999998,1,1,non-native,681.99999998,-1.2793138007129703,0.8364101525088026,-0.16336770677936846,0.9970674486802659
2015,transect,transect_6,transect_6E,AB,0.2505,2,2,1,1,679.99999998,1,1,non-native,681.99999998,-1.2793138007129703,0.8364101525088026,-0.16336770677936846,0.9970674486802659
2015,transect,transect_6,transect_6E,EG,0.009000000000000001,5,6,0.8333333333333334,1,679.99999998,1,0,native,681.99999998,-1.2793138007129703,0.8364101525088026,-0.16336770677936846,0.9970674486802659
2015,transect,transect_7,transect_7C,AB,0.0085,2,6,0.3333333333333333,1,141.6666667,3,1,non-native,145.6666667,-1.2793138007129703,-0.806852174935882,-0.10408659799023055,0.9725400457728741
2015,transect,transect_7,transect_7E,AB,1.6666666666666666e-4,1,6,0.16666666666666666,0,859.44444443,2,1,non-native,861.44444443,-1.4830563689746654,1.3841642617282557,-0.1337271523847995,0.9976783180703854
2015,transect,transect_7,transect_7E,AB,0.005,1,2,0.5,0,859.44444443,2,1,non-native,861.44444443,-1.4830563689746654,1.3841642617282557,-0.1337271523847995,0.9976783180703854
2015,transect,transect_8,transect_8A,BD,0.25,1,1,1,11,28.88888889,0,1,non-native,39.888888890000004,0.7581118819039825,-1.1511063055856536,-0.19300826117393743,0.7242339832945895
2015,transect,transect_8,transect_8A,BD,0.001,1,1,1,11,28.88888889,0,1,non-native,39.888888890000004,0.7581118819039825,-1.1511063055856536,-0.19300826117393743,0.7242339832945895
2015,transect,transect_8,transect_8A,EG,0.175,6,6,1,11,28.88888889,0,0,native,39.888888890000004,0.7581118819039825,-1.1511063055856536,-0.19300826117393743,0.7242339832945895
2015,transect,transect_8,transect_8A,EG,0.1202,3,5,0.6,11,28.88888889,0,0,native,39.888888890000004,0.7581118819039825,-1.1511063055856536,-0.19300826117393743,0.7242339832945895
2015,transect,transect_8,transect_8A,EG,0.18350000000000002,5,6,0.8333333333333334,11,28.88888889,0,0,native,39.888888890000004,0.7581118819039825,-1.1511063055856536,-0.19300826117393743,0.7242339832945895
2015,transect,transect_8,transect_8A,SP,0.0023333333333333335,5,6,0.8333333333333334,11,28.88888889,0,0,native,39.888888890000004,0.7581118819039825,-1.1511063055856536,-0.19300826117393743,0.7242339832945895
2015,transect,transect_8,transect_8A,SP,0.013666666666666667,6,6,1,11,28.88888889,0,0,native,39.888888890000004,0.7581118819039825,-1.1511063055856536,-0.19300826117393743,0.7242339832945895
2015,transect,transect_8,transect_8C,BD,0.001,2,2,1,10,306.66666663,0,1,non-native,316.66666663,0.5543693136422873,-0.3031897279881298,-0.19300826117393743,0.9684210526279224
2015,transect,transect_8,transect_8C,EG,0.16183333333333333,6,6,1,10,306.66666663,0,0,native,316.66666663,0.5543693136422873,-0.3031897279881298,-0.19300826117393743,0.9684210526279224
2015,transect,transect_8,transect_8C,EG,0.027000000000000003,5,6,0.8333333333333334,10,306.66666663,0,0,native,316.66666663,0.5543693136422873,-0.3031897279881298,-0.19300826117393743,0.9684210526279224
2015,transect,transect_8,transect_8C,EG,0.142,5,6,0.8333333333333334,10,306.66666663,0,0,native,316.66666663,0.5543693136422873,-0.3031897279881298,-0.19300826117393743,0.9684210526279224
2015,transect,transect_8,transect_8C,SP,0.027000000000000003,6,6,1,10,306.66666663,0,0,native,316.66666663,0.5543693136422873,-0.3031897279881298,-0.19300826117393743,0.9684210526279224
2015,transect,transect_8,transect_8C,SP,0.05366666666666666,6,6,1,10,306.66666663,0,0,native,316.66666663,0.5543693136422873,-0.3031897279881298,-0.19300826117393743,0.9684210526279224
2015,transect,transect_8,transect_8E,AB,5e-4,1,2,0.5,1,302.22222222,0,1,non-native,303.22222222,-1.2793138007129703,-0.31675639312639364,-0.19300826117393743,0.9967020886771469
2015,transect,transect_8,transect_8E,AB,5e-4,1,2,0.5,1,302.22222222,0,1,non-native,303.22222222,-1.2793138007129703,-0.31675639312639364,-0.19300826117393743,0.9967020886771469
2015,transect,transect_8,transect_8E,AB,0.1375,2,4,0.5,1,302.22222222,0,1,non-native,303.22222222,-1.2793138007129703,-0.31675639312639364,-0.19300826117393743,0.9967020886771469
2015,transect,transect_8,transect_8E,EG,0.17833333333333332,6,6,1,1,302.22222222,0,0,native,303.22222222,-1.2793138007129703,-0.31675639312639364,-0.19300826117393743,0.9967020886771469
2015,transect,transect_9,transect_9E,AB,0.1,2,2,1,2,155.55555556000002,2,1,non-native,159.55555556000002,-1.075571232451275,-0.7644563461384233,-0.1337271523847995,0.97493036211769
2015,transect,transect_9,transect_9E,AB,0.1,2,2,1,2,155.55555556000002,2,1,non-native,159.55555556000002,-1.075571232451275,-0.7644563461384233,-0.1337271523847995,0.97493036211769
2015,transect,transect_9,transect_9E,BD,0.001,1,1,1,2,155.55555556000002,2,1,non-native,159.55555556000002,-1.075571232451275,-0.7644563461384233,-0.1337271523847995,0.97493036211769
2015,transect,transect_10,transect_10C,BD,0.0085,2,6,0.3333333333333333,0,19.999999997,48,1,non-native,67.999999997,-1.4830563689746654,-1.1782396360850136,1.2297383497653729,0.2941176470276816
2015,transect,transect_10,transect_10E,BD,3.333333333333333e-4,1,3,0.3333333333333333,2,280.00000003,222,1,non-native,504.00000003,-1.075571232451275,-0.38458971924506247,6.387194814420373,0.5555555555820106
2015,transect,transect_10,transect_10E,BD,0.025,1,2,0.5,2,280.00000003,222,1,non-native,504.00000003,-1.075571232451275,-0.38458971924506247,6.387194814420373,0.5555555555820106
2016,transect,transect_1,transect_1A,AB,0.001,1,1,1,20,20,0,1,non-native,40,2.5917949962592397,-1.178239636075856,-0.19300826117393743,0.5
2016,transect,transect_1,transect_1A,EG,0.004,3,3,1,20,20,0,0,native,40,2.5917949962592397,-1.178239636075856,-0.19300826117393743,0.5
2016,transect,transect_1,transect_1A,SP,0.020333333333333332,3,3,1,20,20,0,0,native,40,2.5917949962592397,-1.178239636075856,-0.19300826117393743,0.5
2016,transect,transect_1,transect_1A,SP,0.01,3,3,1,20,20,0,0,native,40,2.5917949962592397,-1.178239636075856,-0.19300826117393743,0.5
2016,transect,transect_1,transect_1A,SP,0.01,3,3,1,20,20,0,0,native,40,2.5917949962592397,-1.178239636075856,-0.19300826117393743,0.5
2016,transect,transect_1,transect_1C,EG,6.666666666666666e-4,2,3,0.6666666666666666,3,315,0,0,native,318,-0.8718286641895797,-0.2777522305448196,-0.19300826117393743,0.9905660377358491
2016,transect,transect_1,transect_1C,SP,0.006999999999999999,3,3,1,3,315,0,0,native,318,-0.8718286641895797,-0.2777522305448196,-0.19300826117393743,0.9905660377358491
2016,transect,transect_1,transect_1C,SP,0.004,3,3,1,3,315,0,0,native,318,-0.8718286641895797,-0.2777522305448196,-0.19300826117393743,0.9905660377358491
2016,transect,transect_1,transect_1C,SP,0.05333333333333333,3,3,1,3,315,0,0,native,318,-0.8718286641895797,-0.2777522305448196,-0.19300826117393743,0.9905660377358491
2016,transect,transect_1,transect_1E,AB,0.0055000000000000005,2,2,1,2,730,0,1,non-native,732,-1.075571232451275,0.9890351365581638,-0.19300826117393743,0.9972677595628415
2016,transect,transect_1,transect_1E,SP,0.004,3,3,1,2,730,0,0,native,732,-1.075571232451275,0.9890351365581638,-0.19300826117393743,0.9972677595628415
2016,transect,transect_3,transect_3A,AB,0.006999999999999999,3,3,1,10,30.33333333,0,1,non-native,40.33333333,0.5543693136422873,-1.1466971393951133,-0.19300826117393743,0.7520661156819889
2016,transect,transect_3,transect_3A,EG,0.004,3,3,1,10,30.33333333,0,0,native,40.33333333,0.5543693136422873,-1.1466971393951133,-0.19300826117393743,0.7520661156819889
2016,transect,transect_3,transect_3A,SP,0.03666666666666667,3,3,1,10,30.33333333,0,0,native,40.33333333,0.5543693136422873,-1.1466971393951133,-0.19300826117393743,0.7520661156819889
2016,transect,transect_3,transect_3A,SP,0.03666666666666667,3,3,1,10,30.33333333,0,0,native,40.33333333,0.5543693136422873,-1.1466971393951133,-0.19300826117393743,0.7520661156819889
2016,transect,transect_3,transect_3A,SP,0.001,3,3,1,10,30.33333333,0,0,native,40.33333333,0.5543693136422873,-1.1466971393951133,-0.19300826117393743,0.7520661156819889
2016,transect,transect_3,transect_3C,SP,0.003666666666666667,2,3,0.6666666666666666,8,500,0,0,native,508,0.14688417711889667,0.286960210211932,-0.19300826117393743,0.984251968503937
2016,transect,transect_3,transect_3C,SP,0.006999999999999999,3,3,1,8,500,0,0,native,508,0.14688417711889667,0.286960210211932,-0.19300826117393743,0.984251968503937
2016,transect,transect_3,transect_3C,SP,0.003666666666666667,2,3,0.6666666666666666,8,500,0,0,native,508,0.14688417711889667,0.286960210211932,-0.19300826117393743,0.984251968503937
2016,transect,transect_3,transect_3E,EG,0.001,3,3,1,1,556,0,0,native,557,-1.2793138007129703,0.45790019227884066,-0.19300826117393743,0.9982046678635548
2016,transect,transect_3,transect_3E,SP,0.04,3,3,1,1,556,0,0,native,557,-1.2793138007129703,0.45790019227884066,-0.19300826117393743,0.9982046678635548
2016,transect,transect_3,transect_3E,SP,0.004,3,3,1,1,556,0,0,native,557,-1.2793138007129703,0.45790019227884066,-0.19300826117393743,0.9982046678635548
2016,transect,transect_4,transect_4A,EG,0.001,2,2,1,12,31,0,0,native,43,0.9618544501656777,-1.1446621395984276,-0.19300826117393743,0.7209302325581395
2016,transect,transect_4,transect_4A,SP,0.023333333333333334,3,3,1,12,31,0,0,native,43,0.9618544501656777,-1.1446621395984276,-0.19300826117393743,0.7209302325581395
2016,transect,transect_4,transect_4A,SP,0.023333333333333334,3,3,1,12,31,0,0,native,43,0.9618544501656777,-1.1446621395984276,-0.19300826117393743,0.7209302325581395
2016,transect,transect_4,transect_4C,EG,0.004,3,3,1,10,458,0,0,native,468,0.5543693136422873,0.15875522366175057,-0.19300826117393743,0.9786324786324786
2016,transect,transect_4,transect_4C,SP,0.023333333333333334,3,3,1,10,458,0,0,native,468,0.5543693136422873,0.15875522366175057,-0.19300826117393743,0.9786324786324786
2016,transect,transect_4,transect_4C,SP,0.03666666666666667,3,3,1,10,458,0,0,native,468,0.5543693136422873,0.15875522366175057,-0.19300826117393743,0.9786324786324786
2016,transect,transect_4,transect_4C,SP,0.006999999999999999,3,3,1,10,458,0,0,native,468,0.5543693136422873,0.15875522366175057,-0.19300826117393743,0.9786324786324786
2016,transect,transect_4,transect_4E,SP,0.023333333333333334,3,3,1,3,349.33333333,0,0,native,352.33333333,-0.8718286641895797,-0.17294974154968754,-0.19300826117393743,0.9914853358561162
2016,transect,transect_4,transect_4E,SP,3.333333333333333e-4,1,3,0.3333333333333333,3,349.33333333,0,0,native,352.33333333,-0.8718286641895797,-0.17294974154968754,-0.19300826117393743,0.9914853358561162
